#day,name,nightly,weekly,monthly
Aug-18-2014,424161,150,1000,*
Aug-19-2014,424161,150,1000,*
Aug-20-2014,424161,150,1000,*
Aug-21-2014,424161,150,1000,*
Aug-22-2014,424161,150,1000,*
Aug-23-2014,424161,150,1000,*
Aug-24-2014,424161,150,1000,*
Aug-25-2014,424161,150,1000,*
Aug-26-2014,424161,150,1000,*
Aug-27-2014,424161,150,1000,*
Aug-28-2014,424161,150,1000,*
Aug-29-2014,424161,150,1000,*
Aug-30-2014,424161,150,1000,*
Aug-31-2014,424161,150,1000,*
Sep-01-2014,424161,150,1000,*
Sep-02-2014,424161,150,1000,*
Sep-03-2014,424161,150,1000,*
Sep-04-2014,424161,150,1000,*
Sep-05-2014,424161,150,1000,*
Sep-06-2014,424161,150,1000,*
Sep-07-2014,424161,100,665,*
Sep-08-2014,424161,100,665,*
Sep-09-2014,424161,100,665,*
Sep-10-2014,424161,100,665,*
Sep-11-2014,424161,100,665,*
Sep-12-2014,424161,100,665,*
Sep-13-2014,424161,100,665,*
Sep-14-2014,424161,100,665,*
Sep-15-2014,424161,100,665,*
Sep-16-2014,424161,100,665,*
Sep-17-2014,424161,100,665,*
Sep-18-2014,424161,100,665,*
Sep-19-2014,424161,100,665,*
Sep-20-2014,424161,100,665,*
Sep-21-2014,424161,100,665,*
Sep-22-2014,424161,100,665,*
Sep-23-2014,424161,100,665,*
Sep-24-2014,424161,100,665,*
Sep-25-2014,424161,100,665,*
Sep-26-2014,424161,100,665,*
Sep-27-2014,424161,100,665,*
Sep-28-2014,424161,100,665,*
Sep-29-2014,424161,100,665,*
Sep-30-2014,424161,100,665,*
Oct-01-2014,424161,100,665,*
Oct-02-2014,424161,100,665,*
Oct-03-2014,424161,100,665,*
Oct-04-2014,424161,100,665,*
Oct-05-2014,424161,100,665,*
Oct-06-2014,424161,100,665,*
Oct-07-2014,424161,100,665,*
Oct-08-2014,424161,100,665,*
Oct-09-2014,424161,100,665,*
Oct-10-2014,424161,100,665,*
Oct-11-2014,424161,100,665,*
Oct-12-2014,424161,100,665,*
Oct-13-2014,424161,100,665,*
Oct-14-2014,424161,100,665,*
Oct-15-2014,424161,100,665,*
Oct-16-2014,424161,100,665,*
Oct-17-2014,424161,100,665,*
Oct-18-2014,424161,100,665,*
Oct-19-2014,424161,100,665,*
Oct-20-2014,424161,100,665,*
Oct-21-2014,424161,100,665,*
Oct-22-2014,424161,100,665,*
Oct-23-2014,424161,100,665,*
Oct-24-2014,424161,100,665,*
Oct-25-2014,424161,100,665,*
Oct-26-2014,424161,100,665,*
Oct-27-2014,424161,100,665,*
Oct-28-2014,424161,100,665,*
Oct-29-2014,424161,100,665,*
Oct-30-2014,424161,100,665,*
Oct-31-2014,424161,100,665,*
Nov-01-2014,424161,*,*,*
Nov-02-2014,424161,*,*,*
Nov-03-2014,424161,*,*,*
Nov-04-2014,424161,*,*,*
Nov-05-2014,424161,*,*,*
Nov-06-2014,424161,*,*,*
Nov-07-2014,424161,*,*,*
Nov-08-2014,424161,*,*,*
Nov-09-2014,424161,*,*,*
Nov-10-2014,424161,*,*,*
Nov-11-2014,424161,*,*,*
Nov-12-2014,424161,*,*,*
Nov-13-2014,424161,*,*,*
Nov-14-2014,424161,*,*,*
Nov-15-2014,424161,*,*,*
Nov-16-2014,424161,*,*,*
Nov-17-2014,424161,*,*,*
Nov-18-2014,424161,*,*,*
Nov-19-2014,424161,*,*,*
Nov-20-2014,424161,*,*,*
Nov-21-2014,424161,*,*,*
Nov-22-2014,424161,*,*,*
Nov-23-2014,424161,*,*,*
Nov-24-2014,424161,*,*,*
Nov-25-2014,424161,*,*,*
Nov-26-2014,424161,*,*,*
Nov-27-2014,424161,*,*,*
Nov-28-2014,424161,*,*,*
Nov-29-2014,424161,*,*,*
Nov-30-2014,424161,*,*,*
Dec-01-2014,424161,*,*,*
Dec-02-2014,424161,*,*,*
Dec-03-2014,424161,*,*,*
Dec-04-2014,424161,*,*,*
Dec-05-2014,424161,*,*,*
Dec-06-2014,424161,*,*,*
Dec-07-2014,424161,*,*,*
Dec-08-2014,424161,*,*,*
Dec-09-2014,424161,*,*,*
Dec-10-2014,424161,*,*,*
Dec-11-2014,424161,*,*,*
Dec-12-2014,424161,*,*,*
Dec-13-2014,424161,*,*,*
Dec-14-2014,424161,*,*,*
Dec-15-2014,424161,*,*,*
Dec-16-2014,424161,*,*,*
Dec-17-2014,424161,*,*,*
Dec-18-2014,424161,*,*,*
Dec-19-2014,424161,*,*,*
Dec-20-2014,424161,*,*,*
Dec-21-2014,424161,*,*,*
Dec-22-2014,424161,*,*,*
Dec-23-2014,424161,*,*,*
Dec-24-2014,424161,*,*,*
Dec-25-2014,424161,*,*,*
Dec-26-2014,424161,*,*,*
Dec-27-2014,424161,*,*,*
Dec-28-2014,424161,*,*,*
Dec-29-2014,424161,*,*,*
Dec-30-2014,424161,*,*,*
Dec-31-2014,424161,*,*,*
