#day,name,nightly,weekly,monthly
Aug-29-2014,500096,125,800,*
Aug-30-2014,500096,125,800,*
Aug-31-2014,500096,125,800,*
Sep-01-2014,500096,125,800,*
Sep-02-2014,500096,99,575,1250
Sep-03-2014,500096,99,575,1250
Sep-04-2014,500096,99,575,1250
Sep-05-2014,500096,99,575,1250
Sep-06-2014,500096,99,575,1250
Sep-07-2014,500096,99,575,1250
Sep-08-2014,500096,99,575,1250
Sep-09-2014,500096,99,575,1250
Sep-10-2014,500096,99,575,1250
Sep-11-2014,500096,99,575,1250
Sep-12-2014,500096,99,575,1250
Sep-13-2014,500096,99,575,1250
Sep-14-2014,500096,99,575,1250
Sep-15-2014,500096,99,575,1250
Sep-16-2014,500096,99,575,1250
Sep-17-2014,500096,99,575,1250
Sep-18-2014,500096,99,575,1250
Sep-19-2014,500096,99,575,1250
Sep-20-2014,500096,99,575,1250
Sep-21-2014,500096,99,575,1250
Sep-22-2014,500096,99,575,1250
Sep-23-2014,500096,99,575,1250
Sep-24-2014,500096,99,575,1250
Sep-25-2014,500096,99,575,1250
Sep-26-2014,500096,99,575,1250
Sep-27-2014,500096,99,575,1250
Sep-28-2014,500096,99,575,1250
Sep-29-2014,500096,99,575,1250
Sep-30-2014,500096,99,575,1250
Oct-01-2014,500096,99,575,1250
Oct-02-2014,500096,99,575,1250
Oct-03-2014,500096,99,575,1250
Oct-04-2014,500096,99,575,1250
Oct-05-2014,500096,99,575,1250
Oct-06-2014,500096,99,575,1250
Oct-07-2014,500096,99,575,1250
Oct-08-2014,500096,99,575,1250
Oct-09-2014,500096,99,575,1250
Oct-10-2014,500096,99,575,1250
Oct-11-2014,500096,99,575,1250
Oct-12-2014,500096,99,575,1250
Oct-13-2014,500096,99,575,1250
Oct-14-2014,500096,99,575,1250
Oct-15-2014,500096,99,575,1250
Oct-16-2014,500096,99,575,1250
Oct-17-2014,500096,99,575,1250
Oct-18-2014,500096,99,575,1250
Oct-19-2014,500096,99,575,1250
Oct-20-2014,500096,99,575,1250
Oct-21-2014,500096,99,575,1250
Oct-22-2014,500096,99,575,1250
Oct-23-2014,500096,99,575,1250
Oct-24-2014,500096,99,575,1250
Oct-25-2014,500096,99,575,1250
Oct-26-2014,500096,99,575,1250
Oct-27-2014,500096,99,575,1250
Oct-28-2014,500096,99,575,1250
Oct-29-2014,500096,99,575,1250
Oct-30-2014,500096,99,575,1250
Oct-31-2014,500096,99,575,1250
Nov-01-2014,500096,65,400,950
Nov-02-2014,500096,65,400,950
Nov-03-2014,500096,65,400,950
Nov-04-2014,500096,65,400,950
Nov-05-2014,500096,65,400,950
Nov-06-2014,500096,65,400,950
Nov-07-2014,500096,65,400,950
Nov-08-2014,500096,65,400,950
Nov-09-2014,500096,65,400,950
Nov-10-2014,500096,65,400,950
Nov-11-2014,500096,65,400,950
Nov-12-2014,500096,65,400,950
Nov-13-2014,500096,65,400,950
Nov-14-2014,500096,65,400,950
Nov-15-2014,500096,65,400,950
Nov-16-2014,500096,65,400,950
Nov-17-2014,500096,65,400,950
Nov-18-2014,500096,65,400,950
Nov-19-2014,500096,65,400,950
Nov-20-2014,500096,65,400,950
Nov-21-2014,500096,65,400,950
Nov-22-2014,500096,65,400,950
Nov-23-2014,500096,65,400,950
Nov-24-2014,500096,65,400,950
Nov-25-2014,500096,65,400,950
Nov-26-2014,500096,65,400,950
Nov-27-2014,500096,65,400,950
Nov-28-2014,500096,65,400,950
Nov-29-2014,500096,65,400,950
Nov-30-2014,500096,65,400,950
Dec-01-2014,500096,65,400,950
Dec-02-2014,500096,65,400,950
Dec-03-2014,500096,65,400,950
Dec-04-2014,500096,65,400,950
Dec-05-2014,500096,65,400,950
Dec-06-2014,500096,65,400,950
Dec-07-2014,500096,65,400,950
Dec-08-2014,500096,65,400,950
Dec-09-2014,500096,65,400,950
Dec-10-2014,500096,65,400,950
Dec-11-2014,500096,65,400,950
Dec-12-2014,500096,65,400,950
Dec-13-2014,500096,65,400,950
Dec-14-2014,500096,65,400,950
Dec-15-2014,500096,65,400,950
Dec-16-2014,500096,65,400,950
Dec-17-2014,500096,65,400,950
Dec-18-2014,500096,65,400,950
Dec-19-2014,500096,65,400,950
Dec-20-2014,500096,65,400,950
Dec-21-2014,500096,65,400,950
Dec-22-2014,500096,65,400,950
Dec-23-2014,500096,65,400,950
Dec-24-2014,500096,65,400,950
Dec-25-2014,500096,65,400,950
Dec-26-2014,500096,65,400,950
Dec-27-2014,500096,65,400,950
Dec-28-2014,500096,65,400,950
Dec-29-2014,500096,65,400,950
Dec-30-2014,500096,65,400,950
Dec-31-2014,500096,65,400,950
